anchor,positive,negative,a_label,p_label,n_label
data/validate/01/1_fish_000107579598_06890.png,data/validate/01/1_fish_000024769597_05231.png,data/validate/02/2_fish_000026410001_02595.png,0,0,1
data/validate/01/1_fish_000022130001_02044.png,data/validate/01/1_fish_000017499598_05670.png,data/validate/04/4_fish_004142086790_10913.png,0,0,3
data/validate/01/1_fish_000004600001_00420.png,data/validate/01/1_fish_003937306411_22081.png,data/validate/05/5_fish_004262566961_11541.png,0,0,4
data/validate/01/1_fish_004571737407_24105.png,data/validate/01/1_fish_000017440001_01652.png,data/validate/02/2_fish_003618005632_26809.png,0,0,1
data/validate/01/1_fish_000102369598_06908.png,data/validate/01/1_fish_000102369598_06884.png,data/validate/04/4_fish_004451937210_09274.png,0,0,3
data/validate/01/1_fish_003489965366_19246.png,data/validate/01/1_fish_000006930001_00697.png,data/validate/02/2_fish_004210856888_09504.png,0,0,1
data/validate/01/1_fish_003937306411_22081.png,data/validate/01/1_fish_003940486416_24273.png,data/validate/02/2_fish_000044319596_04480.png,0,0,1
data/validate/01/1_fish_004264646967_12308.png,data/validate/01/1_fish_004559847386_16901.png,data/validate/03/3_fish_004214096890_15693.png,0,0,2
data/validate/01/1_fish_004265536967_12256.png,data/validate/01/1_fish_004085726713_24305.png,data/validate/02/2_fish_003576865534_27351.png,0,0,1
data/validate/01/1_fish_004347567078_14483.png,data/validate/01/1_fish_000004600001_00374.png,data/validate/02/2_fish_003542245448_17841.png,0,0,1
data/validate/01/1_fish_004085686713_24682.png,data/validate/01/1_fish_000017690001_01583.png,data/validate/04/4_fish_000001099599_07824.png,0,0,3
data/validate/01/1_fish_004196066859_17714.png,data/validate/01/1_fish_000043959598_05907.png,data/validate/03/3_fish_003708505845_14173.png,0,0,2
data/validate/01/1_fish_000126109598_07146.png,data/validate/01/1_fish_004511837302_10148.png,data/validate/02/2_fish_000044319596_04489.png,0,0,1
data/validate/01/1_fish_000109159598_06979.png,data/validate/01/1_fish_000102369598_06884.png,data/validate/02/2_fish_003543035448_23793.png,0,0,1
data/validate/01/1_fish_003796626085_17508.png,data/validate/01/1_fish_004571737407_20628.png,data/validate/02/2_fish_000026720001_02699.png,0,0,1
data/validate/01/1_fish_003535705429_17408.png,data/validate/01/1_fish_004173226828_20311.png,data/validate/04/4_fish_000004859599_07998.png,0,0,3
data/validate/01/1_fish_004134116771_16904.png,data/validate/01/1_fish_004571587407_11028.png,data/validate/04/4_fish_004295547022_23953.png,0,0,3
data/validate/01/1_fish_004086346713_24280.png,data/validate/01/1_fish_003616455630_27090.png,data/validate/03/3_fish_000030819596_04126.png,0,0,2
data/validate/01/1_fish_000026510001_02637.png,data/validate/01/1_fish_004286377003_11750.png,data/validate/02/2_fish_003805876105_14472.png,0,0,1
data/validate/01/1_fish_004461707244_22054.png,data/validate/01/1_fish_004571587407_11028.png,data/validate/02/2_fish_000013630001_01353.png,0,0,1
data/validate/01/1_fish_004094896724_17643.png,data/validate/01/1_fish_000010309598_05526.png,data/validate/05/5_fish_003424655280_19474.png,0,0,4
data/validate/01/1_fish_003425975286_18475.png,data/validate/01/1_fish_003768016001_10360.png,data/validate/02/2_fish_004432387191_13206.png,0,0,1
data/validate/01/1_fish_004106216731_20546.png,data/validate/01/1_fish_000128789598_07285.png,data/validate/04/4_fish_000000019599_07754.png,0,0,3
data/validate/01/1_fish_000094389598_06678.png,data/validate/01/1_fish_000011279598_05543.png,data/validate/04/4_fish_000011529599_08311.png,0,0,3
data/validate/01/1_fish_004511377300_10308.png,data/validate/01/1_fish_004186266842_18346.png,data/validate/04/4_fish_000013809599_08433.png,0,0,3
data/validate/01/1_fish_003921636366_22814.png,data/validate/01/1_fish_003820006127_21849.png,data/validate/05/5_fish_004570877405_25706.png,0,0,4
data/validate/01/1_fish_003497885374_26135.png,data/validate/01/1_fish_004461707244_22054.png,data/validate/04/4_fish_000004859599_08015.png,0,0,3
data/validate/01/1_fish_000000029598_05353.png,data/validate/01/1_fish_000017790001_01595.png,data/validate/04/4_fish_000004859599_08005.png,0,0,3
data/validate/01/1_fish_003779026033_18982.png,data/validate/01/1_fish_004360997106_20323.png,data/validate/04/4_fish_003759835985_20162.png,0,0,3
data/validate/01/1_fish_003434575293_24941.png,data/validate/01/1_fish_000083099598_06616.png,data/validate/04/4_fish_004237476932_19822.png,0,0,3
data/validate/01/1_fish_004573487411_14079.png,data/validate/01/1_fish_003714665855_13463.png,data/validate/02/2_fish_000013920001_01447.png,0,0,1
data/validate/01/1_fish_000039019598_05842.png,data/validate/01/1_fish_004126696756_16736.png,data/validate/02/2_fish_002664000102_02676.png,0,0,1
data/validate/01/1_fish_000006930001_00697.png,data/validate/01/1_fish_004521587324_22545.png,data/validate/05/5_fish_003924336368_17957.png,0,0,4
data/validate/01/1_fish_004194656858_25177.png,data/validate/01/1_fish_004176116832_16628.png,data/validate/03/3_fish_000027510001_02934.png,0,0,2
data/validate/01/1_fish_004713633565_09792.png,data/validate/01/1_fish_000007210001_00898.png,data/validate/02/2_fish_004210856888_24127.png,0,0,1
data/validate/01/1_fish_000069549598_06428.png,data/validate/01/1_fish_000107669598_06905.png,data/validate/04/4_fish_000010919599_08282.png,0,0,3
data/validate/01/1_fish_000060649598_06138.png,data/validate/01/1_fish_001371000101_01373.png,data/validate/03/3_fish_004313857038_15724.png,0,0,2
data/validate/01/1_fish_004100166725_15648.png,data/validate/01/1_fish_003814766124_22024.png,data/validate/03/3_fish_000040729596_04418.png,0,0,2
data/validate/01/1_fish_004173226828_20311.png,data/validate/01/1_fish_003447645306_18875.png,data/validate/04/4_fish_004204606876_09396.png,0,0,3
data/validate/01/1_fish_000093829598_06816.png,data/validate/01/1_fish_000004460001_00201.png,data/validate/04/4_fish_003782246044_08987.png,0,0,3
data/validate/01/1_fish_000138849598_07314.png,data/validate/01/1_fish_000080409598_06506.png,data/validate/02/2_fish_004410427147_25949.png,0,0,1
data/validate/01/1_fish_003480655354_22365.png,data/validate/01/1_fish_004594167451_18523.png,data/validate/03/3_fish_000008979596_03878.png,0,0,2
data/validate/01/1_fish_000026780001_02496.png,data/validate/01/1_fish_000017499598_05641.png,data/validate/04/4_fish_000021189599_08865.png,0,0,3
data/validate/01/1_fish_379176607501_22666.png,data/validate/01/1_fish_004461227244_17497.png,data/validate/04/4_fish_004086076713_19895.png,0,0,3
data/validate/01/1_fish_004185996842_10585.png,data/validate/01/1_fish_000006930001_00697.png,data/validate/02/2_fish_003929796388_25148.png,0,0,1
data/validate/01/1_fish_003917826356_12752.png,data/validate/01/1_fish_003832716168_20826.png,data/validate/04/4_fish_000010129599_08257.png,0,0,3
data/validate/01/1_fish_003666105765_12440.png,data/validate/01/1_fish_004120696751_20533.png,data/validate/05/5_fish_003869696241_19645.png,0,0,4
data/validate/01/1_fish_000007120001_00838.png,data/validate/01/1_fish_003525065417_09813.png,data/validate/02/2_fish_003446995305_17672.png,0,0,1
data/validate/01/1_fish_003820006127_21849.png,data/validate/01/1_fish_004497067273_25234.png,data/validate/03/3_fish_000071759596_04980.png,0,0,2
data/validate/01/1_fish_000087869598_06631.png,data/validate/01/1_fish_003501655379_12031.png,data/validate/04/4_fish_004101486728_10224.png,0,0,3
data/validate/01/1_fish_000067269598_06244.png,data/validate/01/1_fish_000017860001_01630.png,data/validate/03/3_fish_003645495716_26018.png,0,0,2
data/validate/01/1_fish_003421955277_20921.png,data/validate/01/1_fish_004577527417_19933.png,data/validate/05/5_fish_004345617073_25720.png,0,0,4
data/validate/01/1_fish_000033610001_03096.png,data/validate/01/1_fish_000069549598_06428.png,data/validate/03/3_fish_004524147333_14833.png,0,0,2
data/validate/01/1_fish_003646145716_12849.png,data/validate/01/1_fish_003658445752_27219.png,data/validate/02/2_fish_004154076805_22554.png,0,0,1
data/validate/01/1_fish_000010309598_05523.png,data/validate/01/1_fish_000102369598_06884.png,data/validate/04/4_fish_003696835808_11003.png,0,0,3
data/validate/01/1_fish_003398665233_25511.png,data/validate/01/1_fish_003820006127_21849.png,data/validate/04/4_fish_000068759598_06378.png,0,0,3
data/validate/01/1_fish_000024769597_05246.png,data/validate/01/1_fish_000022170001_02081.png,data/validate/02/2_fish_003697575818_26429.png,0,0,1
data/validate/01/1_fish_003379315208_23599.png,data/validate/01/1_fish_000004600001_00374.png,data/validate/02/2_fish_003542245448_17841.png,0,0,1
data/validate/01/1_fish_000013500001_01323.png,data/validate/01/1_fish_000168219598_07680.png,data/validate/05/5_fish_003435335294_26307.png,0,0,4
data/validate/01/1_fish_003480805354_21578.png,data/validate/01/1_fish_003715465857_23158.png,data/validate/02/2_fish_003381645211_26942.png,0,0,1
data/validate/01/1_fish_004461227244_17497.png,data/validate/01/1_fish_003453775309_24845.png,data/validate/05/5_fish_004083096702_11532.png,0,0,4
data/validate/01/1_fish_000090079598_06657.png,data/validate/01/1_fish_003837186178_24786.png,data/validate/05/5_fish_004496547272_11588.png,0,0,4
data/validate/01/1_fish_004474457255_20381.png,data/validate/01/1_fish_003430445290_21333.png,data/validate/05/5_fish_004191226853_12592.png,0,0,4
data/validate/01/1_fish_000007440001_01023.png,data/validate/01/1_fish_000027500001_03027.png,data/validate/03/3_fish_004444127197_15205.png,0,0,2
data/validate/01/1_fish_000076939598_06478.png,data/validate/01/1_fish_003933436402_11068.png,data/validate/04/4_fish_003663825762_21309.png,0,0,3
data/validate/01/1_fish_004265136967_13712.png,data/validate/01/1_fish_000007090001_00810.png,data/validate/05/5_fish_003461225323_19700.png,0,0,4
data/validate/01/1_fish_004195826859_14766.png,data/validate/01/1_fish_003456205311_23285.png,data/validate/05/5_fish_003941926420_17722.png,0,0,4
data/validate/01/1_fish_000140849598_07410.png,data/validate/01/1_fish_000024769597_05225.png,data/validate/02/2_fish_003791256075_24158.png,0,0,1
data/validate/01/1_fish_004186266842_18346.png,data/validate/01/1_fish_000013380001_01472.png,data/validate/02/2_fish_004574567412_26874.png,0,0,1
data/validate/01/1_fish_004554497379_21323.png,data/validate/01/1_fish_000006930001_00697.png,data/validate/05/5_fish_004345537073_11450.png,0,0,4
data/validate/01/1_fish_003434565293_18188.png,data/validate/01/1_fish_003814986124_14080.png,data/validate/03/3_fish_004273946975_17007.png,0,0,2
data/validate/01/1_fish_004431157190_22388.png,data/validate/01/1_fish_000039059598_05816.png,data/validate/03/3_fish_003645655716_22605.png,0,0,2
data/validate/01/1_fish_000004760001_00525.png,data/validate/01/1_fish_004227376913_26698.png,data/validate/02/2_fish_004427197186_13264.png,0,0,1
data/validate/01/1_fish_004298597027_24746.png,data/validate/01/1_fish_004235566929_10454.png,data/validate/03/3_fish_003925586379_16017.png,0,0,2
data/validate/01/1_fish_003455745311_16571.png,data/validate/01/1_fish_000027070001_02997.png,data/validate/03/3_fish_004314257038_16824.png,0,0,2
data/validate/01/1_fish_003535175429_13830.png,data/validate/01/1_fish_003445685304_21009.png,data/validate/04/4_fish_003554715480_13404.png,0,0,3
data/validate/01/1_fish_000152499598_07516.png,data/validate/01/1_fish_000013690001_01485.png,data/validate/02/2_fish_003515985415_22698.png,0,0,1
data/validate/01/1_fish_003790926075_13011.png,data/validate/01/1_fish_000068229598_06282.png,data/validate/03/3_fish_004524147333_15362.png,0,0,2
data/validate/01/1_fish_003874396255_24802.png,data/validate/01/1_fish_000013860001_01437.png,data/validate/02/2_fish_004431997191_13167.png,0,0,1
data/validate/01/1_fish_000004380001_00146.png,data/validate/01/1_fish_000039059598_05863.png,data/validate/03/3_fish_000065009596_04733.png,0,0,2
data/validate/01/1_fish_001371000101_01373.png,data/validate/01/1_fish_003812936120_11019.png,data/validate/02/2_fish_000026760001_02729.png,0,0,1
data/validate/01/1_fish_003940486416_24273.png,data/validate/01/1_fish_003419455275_25249.png,data/validate/04/4_fish_003585125556_13087.png,0,0,3
data/validate/01/1_fish_000012739597_05154.png,data/validate/01/1_fish_000126109598_07146.png,data/validate/02/2_fish_004410427147_25949.png,0,0,1
data/validate/01/1_fish_000011310001_01074.png,data/validate/01/1_fish_003850276208_20566.png,data/validate/05/5_fish_003590315584_21482.png,0,0,4
data/validate/01/1_fish_003496055372_12609.png,data/validate/01/1_fish_003425565286_25276.png,data/validate/05/5_fish_003435115294_16197.png,0,0,4
data/validate/01/1_fish_003910926343_27153.png,data/validate/01/1_fish_000026510001_02637.png,data/validate/03/3_fish_003515305414_10176.png,0,0,2
data/validate/01/1_fish_003542735448_24675.png,data/validate/01/1_fish_000004380001_00162.png,data/validate/02/2_fish_004410427147_25949.png,0,0,1
data/validate/01/1_fish_004156396808_25433.png,data/validate/01/1_fish_000086459598_06607.png,data/validate/03/3_fish_000019459596_04006.png,0,0,2
data/validate/01/1_fish_000043959598_05907.png,data/validate/01/1_fish_003552555472_15436.png,data/validate/02/2_fish_003621265639_22707.png,0,0,1
data/validate/01/1_fish_000021950001_01900.png,data/validate/01/1_fish_000010309598_05526.png,data/validate/04/4_fish_000005849599_08061.png,0,0,3
data/validate/01/1_fish_004258176957_24632.png,data/validate/01/1_fish_000007020001_00762.png,data/validate/03/3_fish_004502277285_15052.png,0,0,2
data/validate/01/1_fish_000013690001_01485.png,data/validate/01/1_fish_003540545442_09258.png,data/validate/04/4_fish_003759555985_19923.png,0,0,3
data/validate/01/1_fish_003701745833_09196.png,data/validate/01/1_fish_004194656858_25177.png,data/validate/04/4_fish_003903666329_18177.png,0,0,3
data/validate/01/1_fish_004521617324_25546.png,data/validate/01/1_fish_003666105765_12440.png,data/validate/05/5_fish_004375677108_16165.png,0,0,4
data/validate/01/1_fish_003615765630_15901.png,data/validate/01/1_fish_004265136967_13712.png,data/validate/03/3_fish_004213516890_12426.png,0,0,2
data/validate/01/1_fish_000102369598_06873.png,data/validate/01/1_fish_000039059598_05863.png,data/validate/03/3_fish_000024739596_04052.png,0,0,2
data/validate/01/1_fish_000022110001_01997.png,data/validate/01/1_fish_379176607501_22666.png,data/validate/02/2_fish_004521947325_16765.png,0,0,1
data/validate/01/1_fish_004172616828_11180.png,data/validate/01/1_fish_000067269598_06244.png,data/validate/02/2_fish_004146676796_12657.png,0,0,1
data/validate/01/1_fish_003843596191_16285.png,data/validate/01/1_fish_003817486126_24594.png,data/validate/05/5_fish_004263286961_13508.png,0,0,4
data/validate/01/1_fish_003483725358_13706.png,data/validate/01/1_fish_004455317220_20077.png,data/validate/04/4_fish_004101246728_09002.png,0,0,3
data/validate/01/1_fish_000083099598_06592.png,data/validate/01/1_fish_000102369598_06873.png,data/validate/05/5_fish_003924336368_26306.png,0,0,4
data/validate/01/1_fish_004096986724_22312.png,data/validate/01/1_fish_003720565869_13960.png,data/validate/05/5_fish_004345617073_21062.png,0,0,4
data/validate/01/1_fish_003805526105_22674.png,data/validate/01/1_fish_000033649598_05785.png,data/validate/03/3_fish_000034390001_03252.png,0,0,2
data/validate/01/1_fish_004594167451_18523.png,data/validate/01/1_fish_000080409598_06506.png,data/validate/03/3_fish_004213516890_12426.png,0,0,2
data/validate/01/1_fish_003486355364_26694.png,data/validate/01/1_fish_004544337366_20790.png,data/validate/04/4_fish_004285927001_22281.png,0,0,3
data/validate/01/1_fish_000069549598_06397.png,data/validate/01/1_fish_003445685304_21009.png,data/validate/03/3_fish_000063989596_04724.png,0,0,2
data/validate/01/1_fish_004126676756_27021.png,data/validate/01/1_fish_004094896724_17643.png,data/validate/02/2_fish_004161286811_10074.png,0,0,1
data/validate/01/1_fish_003766355999_26409.png,data/validate/01/1_fish_000004600001_00420.png,data/validate/04/4_fish_000006999599_08105.png,0,0,3
data/validate/01/1_fish_003501785378_10482.png,data/validate/01/1_fish_004461897244_16725.png,data/validate/04/4_fish_000025279598_05748.png,0,0,3
data/validate/01/1_fish_000007210001_00898.png,data/validate/01/1_fish_003776586025_24926.png,data/validate/04/4_fish_342161527704_23739.png,0,0,3
data/validate/01/1_fish_003458685315_13763.png,data/validate/01/1_fish_003933836405_24526.png,data/validate/05/5_fish_003903446328_22349.png,0,0,4
data/validate/01/1_fish_000052649598_06018.png,data/validate/01/1_fish_000022130001_02044.png,data/validate/02/2_fish_004427637186_26787.png,0,0,1
data/validate/01/1_fish_003490435366_11020.png,data/validate/01/1_fish_003933436402_11068.png,data/validate/02/2_fish_000066819596_04782.png,0,0,1
data/validate/01/1_fish_003473775342_17720.png,data/validate/01/1_fish_003487235364_22926.png,data/validate/05/5_fish_003461545323_13353.png,0,0,4
data/validate/01/1_fish_004577517417_20427.png,data/validate/01/1_fish_004277026978_19802.png,data/validate/03/3_fish_003515705414_11022.png,0,0,2
data/validate/01/1_fish_003707135844_20292.png,data/validate/01/1_fish_003524695417_22529.png,data/validate/02/2_fish_004360517105_17837.png,0,0,1
data/validate/01/1_fish_003506505386_10311.png,data/validate/01/1_fish_003962056475_15655.png,data/validate/04/4_fish_000015359599_08528.png,0,0,3
data/validate/01/1_fish_000080349598_06488.png,data/validate/01/1_fish_003500925378_10580.png,data/validate/03/3_fish_343119529103_21890.png,0,0,2
data/validate/01/1_fish_000039059598_05816.png,data/validate/01/1_fish_000060649598_06128.png,data/validate/04/4_fish_000044239598_05921.png,0,0,3
data/validate/01/1_fish_003778826033_21927.png,data/validate/01/1_fish_004125986756_25582.png,data/validate/05/5_fish_004343217065_25614.png,0,0,4
